# 20240814T2003
sample	sex	population	supergroup	verkko_assembly_accession	datatype	filename	file_accession	project_accession	total_num_grt_0bp	total_length_grt_0bp	cov_xfold_grt_0bp_at_3Gbp	length_N50_grt_0bp	length_auN_grt_0bp	total_num_grt_100kbp	cov_xfold_grt_100kbp_at_3Gbp	length_N50_grt_100kbp	length_auN_grt_100kbp	total_num_grt_1Mbp	matched_name	match_quality	reuse_data
HG04217	female	ITU	SAS	ERZ24811358	ont	20210903_210825_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR12954428	PRJEB75216	878380	68674894182	22.9	183527	214322	243505	17.2	232452	266608	29	exact-match	exact-match	yes
HG04217	female	ITU	SAS	ERZ24811358	ont	20210913_210831_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR12954404	PRJEB75216	941274	75780403484	25.3	186191	216678	269413	19.1	233931	268014	39	exact-match	exact-match	yes
HG04217	female	ITU	SAS	ERZ24811358	ont	all	(summary)	(summary)	1819654	144455297666	48.2	184932	215558	512918	36.3	233213	267348	68	all	(summary)	(summary)
HG04217	female	ITU	SAS	ERZ24811358	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA12329	female	CEU	EUR	ERZ24811861	hifi	all	(summary)	(summary)	6023928	113905044333	38.0	19165	19961	0	0.0	0	0	0	all	(summary)	(summary)
NA12329	female	CEU	EUR	ERZ24811861	hifi	m64076_220122_011847.hifi_reads	ERR13491938	PRJEB77558	2045675	38701725169	12.9	19178	19968	0	0.0	0	0	0	exact-match	exact-match	yes
NA12329	female	CEU	EUR	ERZ24811861	hifi	m64076_220126_113534.hifi_reads	ERR13491939	PRJEB77558	1934611	36453442521	12.2	19083	19886	0	0.0	0	0	0	exact-match	exact-match	yes
NA12329	female	CEU	EUR	ERZ24811861	hifi	m64076_220128_015732.hifi_reads	ERR13491940	PRJEB77558	2043642	38749876643	12.9	19230	20026	0	0.0	0	0	0	exact-match	exact-match	yes
NA12329	female	CEU	EUR	ERZ24811861	ont	20221213_GM12329_UL_eee-prom1-2C-PAG67658_guppy-5.0.11-sup-prom_fastq_pass	ERR13110576	PRJEB75739	179879	16554135105	5.5	143343	174573	62781	3.8	188823	224223	4	exact-match	exact-match	yes
NA12329	female	CEU	EUR	ERZ24811861	ont	20221214_GM12329_UL_eee-prom1-2C-PAG67658_guppy-5.0.11-sup-prom_fastq_pass	ERR13110577	PRJEB75739	135684	9775812901	3.3	119317	143905	34621	2.0	170494	200030	1	exact-match	exact-match	yes
NA12329	female	CEU	EUR	ERZ24811861	ont	20221214_GM12329_UL_eee-prom1-2F-PAK34773_guppy-5.0.11-sup-prom_fastq_pass	ERR13110578	PRJEB75739	59691	4128814866	1.4	119131	149845	14232	0.8	176290	210851	0	exact-match	exact-match	yes
NA12329	female	CEU	EUR	ERZ24811861	ont	20221220_GM12329_UL_eee-prom1-2D-PAG67852_guppy-5.0.11-sup-prom_fastq_pass	ERR13110579	PRJEB75739	407198	36168601347	12.1	153962	179941	137984	8.6	197229	227000	1	exact-match	exact-match	yes
NA12329	female	CEU	EUR	ERZ24811861	ont	20221228_GM12329_UL_eee-prom1-2B-PAG68635_guppy-5.0.11-sup-prom_fastq_pass	ERR13110580	PRJEB75739	205351	21890696955	7.3	201705	230405	81434	5.9	239350	271352	8	exact-match	exact-match	yes
NA12329	female	CEU	EUR	ERZ24811861	ont	20230627_GM12329_UL_eee-prom1-2C-PAM99144_guppy-5.0.11-sup-prom_fastq_pass	ERR13110581	PRJEB75739	691617	35285788147	11.8	102042	129229	106280	6.0	171651	201258	3	exact-match	exact-match	yes
NA12329	female	CEU	EUR	ERZ24811861	ont	20230627_GM12329_UL_eee-prom1-2D-PAM99130_guppy-5.0.11-sup-prom_fastq_pass	ERR13110582	PRJEB75739	389780	29204962115	9.7	138316	159625	110215	6.5	183775	208838	0	exact-match	exact-match	yes
NA12329	female	CEU	EUR	ERZ24811861	ont	all	(summary)	(summary)	2069200	153008811436	51.0	138769	167893	547547	33.6	192080	224365	17	all	(summary)	(summary)
NA12329	female	CEU	EUR	ERZ24811861	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA18534	male	CHB	EAS	ERZ24811752	hifi	JAX_HiFi_NA18534_m64039_220124_154343	ERR10966438	PRJEB58376	2513961	37510515379	12.5	15061	15847	0	0.0	0	0	0	exact-match	exact-match	yes
NA18534	male	CHB	EAS	ERZ24811752	hifi	JAX_HiFi_NA18534_m64119_220117_195935	ERR10966439	PRJEB58376	2530579	37666699828	12.6	15005	15804	0	0.0	0	0	0	exact-match	exact-match	yes
NA18534	male	CHB	EAS	ERZ24811752	hifi	JAX_HiFi_NA18534_m64119_220124_155829	ERR10966437	PRJEB58376	2749498	41332113988	13.8	15184	15980	0	0.0	0	0	0	exact-match	exact-match	yes
NA18534	male	CHB	EAS	ERZ24811752	hifi	all	(summary)	(summary)	7794038	116509329195	38.8	15086	15880	0	0.0	0	0	0	all	(summary)	(summary)
NA18534	male	CHB	EAS	ERZ24811752	ont	20220223_220216_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028118	PRJEB58376	963468	62344925909	20.8	159796	184117	221563	14.6	212599	239267	4	exact-match	exact-match	yes
NA18534	male	CHB	EAS	ERZ24811752	ont	20220228_220223_21-lee-006_PC24B149_2F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028082	PRJEB58376	1070796	60456109387	20.2	137920	164949	203274	12.8	200739	228751	3	exact-match	exact-match	yes
NA18534	male	CHB	EAS	ERZ24811752	ont	20230619_230613_23-lee-007_PCA100115_3D-run12_guppy-5.0.11-sup-prom_fastq_pass	ERR12954376	PRJEB75216	1462583	52326187575	17.4	92056	106875	155989	7.9	151910	170718	0	exact-match	exact-match	yes
NA18534	male	CHB	EAS	ERZ24811752	ont	all	(summary)	(summary)	3496847	175127222871	58.4	126515	154421	580826	35.3	190666	220034	7	all	(summary)	(summary)
NA18534	male	CHB	EAS	ERZ24811752	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA18939	female	JPT	EAS	ERZ24811386	hifi	all	(summary)	(summary)	6450055	134375801166	44.8	20795	22386	0	0.0	0	0	0	all	(summary)	(summary)
NA18939	female	JPT	EAS	ERZ24811386	hifi	m64076_220402_104632.hifi_reads	ERR13110590	PRJEB75739	1354132	31158211479	10.4	23728	24643	0	0.0	0	0	0	exact-match	exact-match	yes
NA18939	female	JPT	EAS	ERZ24811386	hifi	m64076_220403_214315.hifi_reads	ERR13110591	PRJEB75739	1293707	29770433925	9.9	23732	24638	0	0.0	0	0	0	exact-match	exact-match	yes
NA18939	female	JPT	EAS	ERZ24811386	hifi	m64076_220405_084052.hifi_reads	ERR13110592	PRJEB75739	1266154	29054934338	9.7	23659	24552	0	0.0	0	0	0	exact-match	exact-match	yes
NA18939	female	JPT	EAS	ERZ24811386	hifi	m64076_230717_214340-bc2082.hifi_reads	ERR13110593	PRJEB75739	2536062	44392221424	14.8	17488	17873	0	0.0	0	0	0	exact-match	exact-match	yes
NA18939	female	JPT	EAS	ERZ24811386	ont	20230228_NA18939_UL_eee-prom1-2H-PAM27874_guppy-5.0.11-sup-prom_fastq_pass	ERR13110583	PRJEB75739	489412	25841557172	8.6	110783	136407	83770	4.8	173477	201383	2	exact-match	exact-match	yes
NA18939	female	JPT	EAS	ERZ24811386	ont	20230228_NA18939_UL_eee-prom1-3H-PAM45663_guppy-5.0.11-sup-prom_fastq_pass	ERR13110584	PRJEB75739	188042	8723850138	2.9	104949	128575	27596	1.5	167727	193789	0	exact-match	exact-match	yes
NA18939	female	JPT	EAS	ERZ24811386	ont	20230301_NA18939_UL_eee-prom1-3H-PAM45663_guppy-5.0.11-sup-prom_fastq_pass	ERR13110585	PRJEB75739	330244	17972533974	6.0	107845	132302	57796	3.2	169850	196851	1	exact-match	exact-match	yes
NA18939	female	JPT	EAS	ERZ24811386	ont	20230302_NA18939_UL_eee-prom1-2C-PAK90073_guppy-5.0.11-sup-prom_fastq_pass	ERR13110586	PRJEB75739	303380	19976780799	6.7	128331	151570	72630	4.2	179025	204365	1	exact-match	exact-match	yes
NA18939	female	JPT	EAS	ERZ24811386	ont	20230307_NA18939_UL_eee-prom1-3H-PAK58744_guppy-5.0.11-sup-prom_fastq_pass	ERR13110587	PRJEB75739	259392	9808688988	3.3	120738	145159	31412	1.9	190002	213495	0	exact-match	exact-match	yes
NA18939	female	JPT	EAS	ERZ24811386	ont	20230308_NA18939_UL_eee-prom1-2G-PAK69254_guppy-5.0.11-sup-prom_fastq_pass	ERR13110588	PRJEB75739	404504	16231060241	5.4	121908	145469	53331	3.2	186230	210711	1	exact-match	exact-match	yes
NA18939	female	JPT	EAS	ERZ24811386	ont	20230308_NA18939_UL_eee-prom1-3H-PAK58744_guppy-5.0.11-sup-prom_fastq_pass	ERR13110589	PRJEB75739	207556	9767414739	3.3	111361	140624	30139	1.8	183667	212757	1	exact-match	exact-match	yes
NA18939	female	JPT	EAS	ERZ24811386	ont	all	(summary)	(summary)	2182530	108321886051	36.1	115345	140422	356674	20.6	177767	204260	6	all	(summary)	(summary)
NA18939	female	JPT	EAS	ERZ24811386	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA18989	male	JPT	EAS	ERZ24811350	hifi	JAX_HiFi_NA18989_m64039_210506_192609	ERR10966462	PRJEB58376	1219120	23109623546	7.7	18891	20327	0	0.0	0	0	0	exact-match	exact-match	yes
NA18989	male	JPT	EAS	ERZ24811350	hifi	JAX_HiFi_NA18989_m64039_210508_014218	ERR10966461	PRJEB58376	918303	18297059789	6.1	20072	21464	0	0.0	0	0	0	exact-match	exact-match	yes
NA18989	male	JPT	EAS	ERZ24811350	hifi	JAX_HiFi_NA18989_m64039_210616_161955	ERR10966460	PRJEB58376	1220444	19420111310	6.5	15867	16876	0	0.0	0	0	0	exact-match	exact-match	yes
NA18989	male	JPT	EAS	ERZ24811350	hifi	JAX_HiFi_NA18989_m64039_211119_203548	ERR10966463	PRJEB58376	2230901	35808029033	11.9	15972	17154	0	0.0	0	0	0	exact-match	exact-match	yes
NA18989	male	JPT	EAS	ERZ24811350	hifi	JAX_HiFi_NA18989_m64119_210501_214725	ERR10966459	PRJEB58376	1722460	33960900690	11.3	19802	21261	0	0.0	0	0	0	exact-match	exact-match	yes
NA18989	male	JPT	EAS	ERZ24811350	hifi	JAX_HiFi_NA18989_m64119_211008_181054	ERR10966465	PRJEB58376	2204525	34811240999	11.6	15720	16780	0	0.0	0	0	0	exact-match	exact-match	yes
NA18989	male	JPT	EAS	ERZ24811350	hifi	JAX_HiFi_NA18989_m64119_211012_184602	ERR10966464	PRJEB58376	2211903	34734869833	11.6	15627	16676	0	0.0	0	0	0	exact-match	exact-match	yes
NA18989	male	JPT	EAS	ERZ24811350	hifi	all	(summary)	(summary)	11727656	200141835200	66.7	17044	18436	0	0.0	0	0	0	all	(summary)	(summary)
NA18989	male	JPT	EAS	ERZ24811350	ont	20210510_210428_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR11028128	PRJEB58376	1110463	80003197397	26.7	185774	217413	276255	19.9	239304	272890	40	exact-match	exact-match	yes
NA18989	male	JPT	EAS	ERZ24811350	ont	20210519_210512_21-lee-006_PCT0053_2-A9-D9_guppy-5.0.11-sup-prom_fastq_pass	ERR11028087	PRJEB58376	969913	71253539742	23.8	185314	217207	246481	17.7	238174	272657	54	exact-match	exact-match	yes
NA18989	male	JPT	EAS	ERZ24811350	ont	all	(summary)	(summary)	2080376	151256737139	50.4	185570	217316	522736	37.5	238793	272780	94	all	(summary)	(summary)
NA18989	male	JPT	EAS	ERZ24811350	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19036	female	LWK	AFR	ERZ24811380	hifi	all	(summary)	(summary)	5095849	107822092283	35.9	21606	22583	0	0.0	0	0	0	all	(summary)	(summary)
NA19036	female	LWK	AFR	ERZ24811380	hifi	m64076_220125_004322.hifi_reads	ERR13491941	PRJEB77558	1694190	35621634302	11.9	21438	22423	0	0.0	0	0	0	exact-match	exact-match	yes
NA19036	female	LWK	AFR	ERZ24811380	hifi	m64076_220129_125006.hifi_reads	ERR13491942	PRJEB77558	1705009	36105949125	12.0	21638	22612	0	0.0	0	0	0	exact-match	exact-match	yes
NA19036	female	LWK	AFR	ERZ24811380	hifi	m64076_220130_234407.hifi_reads	ERR13491943	PRJEB77558	1696650	36094508856	12.0	21739	22711	0	0.0	0	0	0	exact-match	exact-match	yes
NA19036	female	LWK	AFR	ERZ24811380	ont	20221101_NA19036_UL_eee-prom1-1F-PAM77935_guppy-5.0.11-sup-prom_fastq_pass	ERR13491944	PRJEB77558	390153	30802217900	10.3	156709	186394	111027	7.2	208301	240447	7	exact-match	exact-match	yes
NA19036	female	LWK	AFR	ERZ24811380	ont	20221108_NA19036_UL_eee-prom1-3C-PAM78532_guppy-5.0.11-sup-prom_fastq_pass	ERR13491945	PRJEB77558	394107	28336914230	9.4	142847	169787	102964	6.3	193271	224221	23	exact-match	exact-match	yes
NA19036	female	LWK	AFR	ERZ24811380	ont	20221110_NA19036_UL_eee-prom1-3C-PAM78532_guppy-5.0.11-sup-prom_fastq_pass	ERR13491946	PRJEB77558	121476	8266456889	2.8	132969	154569	30283	1.8	183004	207159	0	exact-match	exact-match	yes
NA19036	female	LWK	AFR	ERZ24811380	ont	20221115_NA19036_UL_eee-prom1-2B-PAM78537_guppy-5.0.11-sup-prom_fastq_pass	ERR13491947	PRJEB77558	570714	25000897923	8.3	129015	155474	85234	5.1	188415	217670	10	exact-match	exact-match	yes
NA19036	female	LWK	AFR	ERZ24811380	ont	20221130_NA19036_UL_eee-prom1-2D-PAG70076_guppy-5.0.11-sup-prom_fastq_pass	ERR13491948	PRJEB77558	424795	34423769022	11.5	165461	189992	127208	8.3	211159	239188	7	exact-match	exact-match	yes
NA19036	female	LWK	AFR	ERZ24811380	ont	20230210_NA19036_UL_eee-prom1-3C-PAG85559_guppy-5.0.11-sup-prom_fastq_pass	ERR13491949	PRJEB77558	417181	11103343020	3.7	78021	107002	26575	1.4	160328	198329	6	exact-match	exact-match	yes
NA19036	female	LWK	AFR	ERZ24811380	ont	all	(summary)	(summary)	2318426	137933598984	46.0	141831	169978	483291	30.3	198019	228870	53	all	(summary)	(summary)
NA19036	female	LWK	AFR	ERZ24811380	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19129	female	YRI	AFR	ERZ24811351	hifi	all	(summary)	(summary)	5469807	106805713182	35.6	20386	20274	0	0.0	0	0	0	all	(summary)	(summary)
NA19129	female	YRI	AFR	ERZ24811351	hifi	m54329U_201021_182400.ccs	ERR13491950	PRJEB77558	949913	19518046457	6.5	20812	20854	0	0.0	0	0	0	m54329U_201021_182400.Q20	fuzzy-match	yes
NA19129	female	YRI	AFR	ERZ24811351	hifi	m54329U_210223_194607.ccs	ERR13491951	PRJEB77558	42600	829265298	0.3	19807	19837	0	0.0	0	0	0	m54329U_210223_194607.Q20	fuzzy-match	yes
NA19129	female	YRI	AFR	ERZ24811351	hifi	m54329U_210507_224951-bc1022_BAK8B_OA.hifi_reads	ERR13491952	PRJEB77558	137417	2818085488	0.9	20729	21598	0	0.0	0	0	0	exact-match	exact-match	yes
NA19129	female	YRI	AFR	ERZ24811351	hifi	m54329U_210516_043155-bc1022_BAK8B_OA.hifi_reads	ERR13491953	PRJEB77558	787919	16242029864	5.4	20868	21680	0	0.0	0	0	0	exact-match	exact-match	yes
NA19129	female	YRI	AFR	ERZ24811351	hifi	m64076_201023_184120.ccs	ERR13491954	PRJEB77558	946579	19389679762	6.5	20748	20791	0	0.0	0	0	0	m64076_201023_184120.Q20	fuzzy-match	yes
NA19129	female	YRI	AFR	ERZ24811351	hifi	m64076_201025_005549.ccs	ERR13491955	PRJEB77558	776517	15941682275	5.3	20796	20837	0	0.0	0	0	0	m64076_201025_005549.Q20	fuzzy-match	yes
NA19129	female	YRI	AFR	ERZ24811351	hifi	m64076_201026_210420.ccs	ERR13491956	PRJEB77558	941467	19397849366	6.5	20860	20904	0	0.0	0	0	0	m64076_201026_210420.Q20	fuzzy-match	yes
NA19129	female	YRI	AFR	ERZ24811351	hifi	m64076_210423_190653.hifi_reads	ERR13491957	PRJEB77558	887395	12669074672	4.2	14420	14850	0	0.0	0	0	0	exact-match	exact-match	yes
NA19129	female	YRI	AFR	ERZ24811351	ont	GM19129_20210915_UL_eee-prom1-3D-PAH94870_guppy-5.0.11-sup-prom_fastq_pass	ERR13491958	PRJEB77558	549588	32357580780	10.8	182984	235579	103391	7.8	252115	306493	140	exact-match	exact-match	yes
NA19129	female	YRI	AFR	ERZ24811351	ont	GM19129_20210921_UL_eee-prom1-1B-PAH95198_guppy-5.0.11-sup-prom_fastq_pass	ERR13491959	PRJEB77558	2963	59203877	0.0	94003	114962	175	0.0	155638	179192	0	exact-match	exact-match	yes
NA19129	female	YRI	AFR	ERZ24811351	ont	GM19129_20210928_UL_eee-prom1-3G-PAH95198_guppy-5.0.11-sup-prom_fastq_pass	ERR13491960	PRJEB77558	74652	4209223910	1.4	109860	136191	13316	0.8	176861	203586	0	exact-match	exact-match	yes
NA19129	female	YRI	AFR	ERZ24811351	ont	GM19129_20211215_UL_eee-prom1-1C-PAK55818_guppy-5.0.11-sup-prom_fastq_pass	ERR13491961	PRJEB77558	44482	1758593169	0.6	96189	114254	5324	0.3	160149	180340	0	exact-match	exact-match	yes
NA19129	female	YRI	AFR	ERZ24811351	ont	GM19129_20211215_UL_eee-prom1-1D-PAK55439_guppy-5.0.11-sup-prom_fastq_pass	ERR13491962	PRJEB77558	63754	3244977770	1.1	117019	141924	10755	0.6	177823	205737	0	exact-match	exact-match	yes
NA19129	female	YRI	AFR	ERZ24811351	ont	GM19129_20211227_UL_eee-prom1-3D-PAJ09653_guppy-5.0.11-sup-prom_fastq_pass	ERR13491963	PRJEB77558	989840	65095416672	21.7	125552	144215	233212	13.3	176991	198424	10	exact-match	exact-match	yes
NA19129	female	YRI	AFR	ERZ24811351	ont	GM19129_20220104_UL_eee-prom1-1D-PAJ02871_guppy-5.0.11-sup-prom_fastq_pass	ERR13491964	PRJEB77558	1037871	45187049973	15.1	110743	136640	139541	8.2	182384	208458	10	exact-match	exact-match	yes
NA19129	female	YRI	AFR	ERZ24811351	ont	all	(summary)	(summary)	2763150	151912046151	50.6	128305	160793	505714	31.0	190522	228297	160	all	(summary)	(summary)
NA19129	female	YRI	AFR	ERZ24811351	strandseq	all	(summary)	PRJEB39750	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	NA19238_20191205_CLEE_m54336U_191015_222230.ccs	ERR4914938	PRJEB41778	723716	11262646717	3.8	15741	15776	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	NA19238_20191205_CLEE_m54336U_191017_101413.ccs	ERR9830435	PRJEB41778	636329	9885624546	3.3	15712	15744	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	NA19238_20191205_CLEE_m64039_190817_141701.ccs	ERR9830436	PRJEB41778	391331	5799293861	1.9	14796	14952	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	NA19238_20191205_CLEE_m64039_190818_202358.ccs	ERR4914869	PRJEB41778	101690	1501789398	0.5	14741	14901	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	NA19238_20191205_CLEE_m64039_190828_220241.ccs	ERR4914951	PRJEB41778	1059103	12048795117	4.0	11409	11448	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	NA19238_20191205_CLEE_m64039_190830_040857.ccs	ERR4968411	PRJEB41778	1321290	15088968137	5.0	11456	11486	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	NA19238_20191205_CLEE_m64039_190831_102034.ccs	ERR4914948	PRJEB41778	937823	11279649739	3.8	12062	12092	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	NA19238_20191205_CLEE_m64039_190901_163200.ccs	ERR9830439	PRJEB41778	1099763	11021691210	3.7	10048	10058	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	all	(summary)	(summary)	19337052	331548348097	110.5	18212	18722	0	0.0	0	0	0	all	(summary)	(summary)
NA19238	female	YRI	AFR	ERZ24811365	hifi	m54329U_230418_220048-bc2060.hifi_reads	ERR13110599	PRJEB75739	1880120	40010219860	13.3	21353	22198	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	m54329U_230420_071335-bc2060.hifi_reads	ERR13110600	PRJEB75739	1922211	40735687010	13.6	21245	22093	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	m54329U_230421_162210-bc2060.hifi_reads	ERR13110601	PRJEB75739	2022274	42865336189	14.3	21248	22102	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	m64119e_230519_064527.hifi_reads	ERR12953032	PRJEB75190	2296487	40756067574	13.6	18207	18780	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	m64119e_230531_095655.hifi_reads	ERR13362410	ERP159775	2463056	44305746605	14.8	18483	19032	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	hifi	m64119e_230601_192211.hifi_reads	ERR12953016	PRJEB75190	2481859	44986832134	15.0	18637	19169	0	0.0	0	0	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	ont	20230509_GM19238_UL_eee-prom1-2F-PAO54661_guppy-5.0.11-sup-prom_fastq_pass	ERR13110594	PRJEB75739	478879	41296610699	13.8	163961	197462	147487	9.9	215388	252249	12	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	ont	20230509_GM19238_UL_eee-prom1-2G-PAO54700_guppy-5.0.11-sup-prom_fastq_pass	ERR13110595	PRJEB75739	452360	38849937613	12.9	174222	208380	138435	9.6	224913	261944	17	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	ont	20230509_GM19238_UL_eee-prom1-2H-PAO54690_guppy-5.0.11-sup-prom_fastq_pass	ERR13110596	PRJEB75739	425841	37054332117	12.4	166807	198609	133216	9.0	217737	251790	12	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	ont	20230516_GM19238_UL_eee-prom1-3C-PAO38706_guppy-5.0.11-sup-prom_fastq_pass	ERR13110597	PRJEB75739	385700	33636338951	11.2	155716	184187	122751	7.9	205033	236561	3	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	ont	20230518_GM19238_UL_eee-prom1-1C-PAO38706_guppy-5.0.11-sup-prom_fastq_pass	ERR13110598	PRJEB75739	189069	14822191130	4.9	132334	155302	54040	3.2	182305	208411	0	exact-match	exact-match	yes
NA19238	female	YRI	AFR	ERZ24811365	ont	all	(summary)	(summary)	1931849	165659410510	55.2	161673	193811	595929	39.4	212688	247823	44	all	(summary)	(summary)
NA19238	female	YRI	AFR	ERZ24811365	strandseq	all	(summary)	PRJEB12849	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19239	male	YRI	YRI	ERZ24811372	hifi	NA19239_20191205_CLEE_m54336U_191005_142313.ccs	ERR10966403	PRJEB58376	1311115	21765178943	7.3	16766	16843	0	0.0	0	0	0	exact-match	exact-match	yes
NA19239	male	YRI	YRI	ERZ24811372	hifi	NA19239_20191205_CLEE_m54336U_191007_123158.ccs	ERR10966405	PRJEB58376	335706	5603146805	1.9	16860	16929	0	0.0	0	0	0	exact-match	exact-match	yes
NA19239	male	YRI	YRI	ERZ24811372	hifi	NA19239_20191205_CLEE_m64039_190823_190750.ccs	ERR10912028	PRJEB58376	1350773	19118505988	6.4	14149	14242	0	0.0	0	0	0	exact-match	exact-match	yes
NA19239	male	YRI	YRI	ERZ24811372	hifi	NA19239_20191205_CLEE_m64039_190910_140737.ccs	ERR10966409	PRJEB58376	671638	9488845298	3.2	14134	14227	0	0.0	0	0	0	exact-match	exact-match	yes
NA19239	male	YRI	YRI	ERZ24811372	hifi	NA19239_20191205_CLEE_m64039_190911_201425.ccs	ERR10966404	PRJEB58376	880841	10290895343	3.4	11710	11725	0	0.0	0	0	0	exact-match	exact-match	yes
NA19239	male	YRI	YRI	ERZ24811372	hifi	NA19239_20191205_CLEE_m64039_190915_204135.ccs	ERR10912030	PRJEB58376	517170	6216854155	2.1	12049	12095	0	0.0	0	0	0	exact-match	exact-match	yes
NA19239	male	YRI	YRI	ERZ24811372	hifi	NA19239_20191205_CLEE_m64039_190917_025247.ccs	ERR10966407	PRJEB58376	714831	8587655408	2.9	12039	12086	0	0.0	0	0	0	exact-match	exact-match	yes
NA19239	male	YRI	YRI	ERZ24811372	hifi	all	(summary)	(summary)	10960669	198384164294	66.1	18670	20118	0	0.0	0	0	0	all	(summary)	(summary)
NA19239	male	YRI	YRI	ERZ24811372	hifi	m84046_240110_194223_s4.hifi_reads.bc2015	ERR13110604	PRJEB75739	5178595	117313082354	39.1	23198	24061	0	0.0	0	0	0	exact-match	exact-match	yes
NA19239	male	YRI	YRI	ERZ24811372	ont	20220510_220504_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028114	PRJEB58376	887639	69516545438	23.2	160238	185340	252782	16.5	208533	237586	5	exact-match	exact-match	yes
NA19239	male	YRI	YRI	ERZ24811372	ont	20220515_220510_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028113	PRJEB58376	308430	20653287556	6.9	151348	174139	73857	4.7	203365	229389	1	exact-match	exact-match	yes
NA19239	male	YRI	YRI	ERZ24811372	ont	20220517_220511_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass	ERR11028105	PRJEB58376	468333	37254984650	12.4	157657	179214	138468	8.8	203417	228627	1	exact-match	exact-match	yes
NA19239	male	YRI	YRI	ERZ24811372	ont	all	(summary)	(summary)	1664402	127424817644	42.5	157992	181733	465107	30.0	206199	233664	7	all	(summary)	(summary)
NA19239	male	YRI	YRI	ERZ24811372	strandseq	all	(summary)	PRJEB12849	-1	-1	-1.0	-1	-1	-1	-1.0	-1	-1	-1	all	(summary)	yes
NA19240	female	YRI	AFR	ERZ24811392	hifi	NA19240_20191002_CLEE_m54336U_190827_013439.ccs	ERR4968413	PRJEB41778	1585495	20260572671	6.8	12991	12943	0	0.0	0	0	0	exact-match	exact-match	yes
NA19240	female	YRI	AFR	ERZ24811392	hifi	NA19240_20191002_CLEE_m54336U_190828_075428.ccs	ERR4968412	PRJEB41778	1725800	22390597664	7.5	13089	13086	0	0.0	0	0	0	exact-match	exact-match	yes
