chrom	chromStart	chromEnd	name	strand	thickStart	thickEnd	name2	geneName	geneName2
chr6	33542844	33568085	NM_054111.5	-	33543902	33556657	IP6K3	NM_054111.5	IP6K3
chr6	33592392	33608122	NM_001143944.1	-	33593807	33602280	LEMD2	NM_001143944.1	LEMD2
chr6	33592392	33610310	NM_001348709.2	-	33593807	33602280	LEMD2	NM_001348709.2	LEMD2
chr6	33592392	33610310	NM_001348710.2	-	33593807	33610296	LEMD2	NM_001348710.2	LEMD2
chr6	33592392	33610310	NM_181336.4	-	33593807	33610296	LEMD2	NM_181336.4	LEMD2
chr6	33615852	33625183	NM_001040109.2	-	33616004	33622343	MLN	NM_001040109.2	MLN
chr6	33615852	33625183	NM_001184698.2	-	33616004	33622343	MLN	NM_001184698.2	MLN
chr6	33615852	33625183	NM_002418.3	-	33616004	33622343	MLN	NM_002418.3	MLN
chr6	33839942	33929541	NM_001256813.3	-	33844120	33927274	GRM4	NM_001256813.3	GRM4
chr6	33839942	33934337	NM_001256812.2	-	33844120	33934245	GRM4	NM_001256812.2	GRM4
chr6	33839942	33969673	NM_000841.4	-	33844120	33957070	GRM4	NM_000841.4	GRM4
chr6	33839942	33969673	NM_001256811.3	-	33844120	33957070	GRM4	NM_001256811.3	GRM4
chr6	33839942	33969673	NM_001282847.2	-	33844120	33880448	GRM4	NM_001282847.2	GRM4
chr6	33839942	33979214	NM_001256809.3	-	33844120	33978982	GRM4	NM_001256809.3	GRM4
chr6	34060575	34069936	NM_001319077.2	+	34064485	34068589	HMGA1	NM_001319077.2	HMGA1
chr6	34060575	34069936	NM_001319078.2	+	34064485	34068589	HMGA1	NM_001319078.2	HMGA1
chr6	34060575	34069936	NM_001319079.2	+	34064485	34068589	HMGA1	NM_001319079.2	HMGA1
chr6	34060575	34069936	NM_001319080.2	+	34064485	34068589	HMGA1	NM_001319080.2	HMGA1
chr6	34060575	34069936	NM_001319081.2	+	34064485	34068589	HMGA1	NM_001319081.2	HMGA1
chr6	34060575	34069936	NM_001319082.2	+	34064485	34068589	HMGA1	NM_001319082.2	HMGA1
chr6	34060575	34069936	NM_002131.4	+	34064485	34068589	HMGA1	NM_002131.4	HMGA1
chr6	34060575	34069936	NM_145899.3	+	34064485	34068589	HMGA1	NM_145899.3	HMGA1
chr6	34060575	34069936	NM_145901.3	+	34064485	34068589	HMGA1	NM_145901.3	HMGA1
chr6	34060575	34069936	NM_145902.3	+	34064485	34068589	HMGA1	NM_145902.3	HMGA1
chr6	34060575	34069936	NM_145903.3	+	34064485	34068589	HMGA1	NM_145903.3	HMGA1
chr6	34062495	34069936	NM_145905.3	+	34064485	34068589	HMGA1	NM_145905.3	HMGA1
chr6	34070099	34072713	NM_001008703.4	-	34070507	34071498	SMIM29	NM_001008703.4	SMIM29
chr6	34070099	34072713	NM_001008704.4	-	34070507	34071498	SMIM29	NM_001008704.4	SMIM29
chr6	34070099	34072713	NM_001287396.3	-	34070507	34071498	SMIM29	NM_001287396.3	SMIM29
chr6	34070099	34072713	NM_178508.6	-	34070507	34071498	SMIM29	NM_178508.6	SMIM29
chr6	34103324	34216339	NM_006703.4	-	34112395	34216032	NUDT3	NM_006703.4	NUDT3
chr6	34110836	34249921	NM_001202470.3	-	34112395	34249075	RPS10-NUDT3	NM_001202470.3	RPS10-NUDT3
chr6	34241302	34249921	NM_001014.5	-	34241354	34249075	RPS10	NM_001014.5	RPS10
chr6	34241302	34249921	NM_001203245.3	-	34241354	34249075	RPS10	NM_001203245.3	RPS10
chr6	34241302	34249921	NM_001204091.2	-	34241354	34249075	RPS10	NM_001204091.2	RPS10
chr6	34289921	34359072	NM_020804.5	+	34350154	34356379	PACSIN1	NM_020804.5	PACSIN1
chr6	34338720	34359072	NM_001199583.3	+	34350154	34356379	PACSIN1	NM_001199583.3	PACSIN1
chr6	34361650	34380177	NM_001252294.2	-	34362122	34368303	SPDEF	NM_001252294.2	SPDEF
chr6	34361650	34380177	NM_012391.3	-	34362122	34368303	SPDEF	NM_012391.3	SPDEF
chr6	34411142	34520743	NM_022758.6	-	34414419	34520579	ILRUN	NM_022758.6	ILRUN
chr6	34411142	34520743	NM_024294.4	-	34414419	34520579	ILRUN	NM_024294.4	ILRUN
chr6	34580288	34596650	NM_003093.3	+	34580327	34596363	SNRPC	NM_003093.3	SNRPC
chr6	34614873	34700320	NM_017754.4	+	34615065	34695244	BLTP3A	NM_017754.4	BLTP3A
chr6	34700267	34710857	NM_005643.4	-	34701395	34710772	TAF11	NM_005643.4	TAF11
chr6	34700583	34710886	NM_001270488.1	-	34701469	34710772	TAF11	NM_001270488.1	TAF11
chr6	34712069	34914200	NM_015245.3	+	34712217	34911403	ANKS1A	NM_015245.3	ANKS1A
chr6	34940884	34963547	NM_001261817.2	-	34941078	34963079	TCP11	NM_001261817.2	TCP11
chr6	34940884	34963547	NM_001261818.2	-	34941078	34963437	TCP11	NM_001261818.2	TCP11
chr6	34940884	34963547	NM_001261819.2	-	34941078	34963437	TCP11	NM_001261819.2	TCP11
chr6	34940884	34963547	NM_001261820.2	-	34941078	34958963	TCP11	NM_001261820.2	TCP11
chr6	34940884	34963547	NM_001261821.2	-	34941078	34958963	TCP11	NM_001261821.2	TCP11
chr6	34940884	34963547	NM_001366323.2	-	34941078	34958963	TCP11	NM_001366323.2	TCP11
chr6	34940884	34963547	NM_001366324.2	-	34941078	34962278	TCP11	NM_001366324.2	TCP11
chr6	34940884	34963547	NM_001366325.2	-	34941078	34963437	TCP11	NM_001366325.2	TCP11
chr6	34940884	34963547	NM_001366326.2	-	34941078	34951387	TCP11	NM_001366326.2	TCP11
chr6	34940884	34963547	NM_001366327.2	-	34941078	34945081	TCP11	NM_001366327.2	TCP11
chr6	34940884	34963547	NM_001366328.2	-	34941078	34945081	TCP11	NM_001366328.2	TCP11
chr6	34940884	34963547	NM_001366329.2	-	34941078	34945081	TCP11	NM_001366329.2	TCP11
chr6	34940884	34963547	NM_001366330.2	-	34941220	34945081	TCP11	NM_001366330.2	TCP11
chr6	34940884	34963547	NM_001366331.2	-	34941078	34943830	TCP11	NM_001366331.2	TCP11
chr6	34940884	34963547	NM_001366332.2	-	34941078	34945081	TCP11	NM_001366332.2	TCP11
chr6	34940884	34963547	NM_001370687.1	-	34941078	34963079	TCP11	NM_001370687.1	TCP11
chr6	34940884	34963547	NM_018679.6	-	34941078	34962278	TCP11	NM_018679.6	TCP11
chr6	35037033	35076159	NM_001303136.2	+	35037496	35071785	SCUBE3	NM_001303136.2	SCUBE3
chr6	35037033	35076159	NM_152753.4	+	35037496	35071785	SCUBE3	NM_152753.4	SCUBE3
chr6	35082814	35119066	NM_001292032.2	+	35104232	35118329	ZNF76	NM_001292032.2	ZNF76
chr6	35082814	35119066	NM_003427.5	+	35104232	35118329	ZNF76	NM_003427.5	ZNF76
chr6	35120898	35144853	NM_022047.4	+	35120937	35144492	DEF6	NM_022047.4	DEF6
chr6	35165639	35248478	NM_177435.3	+	35234164	35247865	PPARD	NM_177435.3	PPARD
chr6	35165639	35251256	NM_001171818.2	+	35234164	35249157	PPARD	NM_001171818.2	PPARD
chr6	35165639	35251256	NM_001171819.2	+	35170219	35249157	PPARD	NM_001171819.2	PPARD
chr6	35165639	35251256	NM_001171820.2	+	35234164	35249157	PPARD	NM_001171820.2	PPARD
chr6	35165639	35251256	NM_006238.5	+	35234164	35249157	PPARD	NM_006238.5	PPARD
chr6	35275413	35290178	NM_001410876.1	+	35275621	35289359	FANCE	NM_001410876.1	FANCE
chr6	35275413	35290178	NM_021922.3	+	35275621	35289421	FANCE	NM_021922.3	FANCE
chr6	35291476	35293856	NM_007104.5	+	35291510	35293826	RPL10A	NM_007104.5	RPL10A
chr6	35296672	35320158	NM_001395214.1	-	35298119	35309738	TEAD3	NM_001395214.1	TEAD3
chr6	35296672	35320158	NM_003214.4	-	35298119	35309738	TEAD3	NM_003214.4	TEAD3
chr6	35320952	35335977	NM_001289395.2	-	35321405	35335939	TULP1	NM_001289395.2	TULP1
chr6	35320952	35335977	NM_003322.6	-	35321405	35335939	TULP1	NM_003322.6	TULP1
chr6	35396663	35508681	NM_001145776.2	-	35398908	35465894	FKBP5	NM_001145776.2	FKBP5
chr6	35396663	35508681	NM_004117.4	-	35398908	35465894	FKBP5	NM_004117.4	FKBP5
chr6	35396663	35548947	NM_001145775.3	-	35398908	35465894	FKBP5	NM_001145775.3	FKBP5
chr6	35403626	35508681	NM_001145777.2	-	35410051	35465894	FKBP5	NM_001145777.2	FKBP5
chr6	35557395	35569279	NM_001286576.2	+	35557472	35569236	ARMC12	NM_001286576.2	ARMC12
chr6	35557395	35569445	NM_001286574.2	+	35557472	35569236	ARMC12	NM_001286574.2	ARMC12
chr6	35557395	35569445	NM_145028.5	+	35557472	35569236	ARMC12	NM_145028.5	ARMC12
chr6	35596951	35599906	NM_001286550.2	+	35596972	35599884	CLPSL2	NM_001286550.2	CLPSL2
chr6	35596951	35599906	NM_207409.4	+	35596972	35599804	CLPSL2	NM_207409.4	CLPSL2
chr6	35601369	35608503	NM_001010886.5	+	35601461	35608363	CLPSL1	NM_001010886.5	CLPSL1
chr6	35601369	35614340	NM_001348773.2	+	35601461	35613889	CLPSL1	NM_001348773.2	CLPSL1
chr6	35615335	35617677	NM_001252597.2	-	35615499	35617204	CLPS	NM_001252597.2	CLPS
chr6	35615335	35617677	NM_001252598.2	-	35615499	35617642	CLPS	NM_001252598.2	CLPS
chr6	35615335	35617677	NM_001832.4	-	35615499	35617642	CLPS	NM_001832.4	CLPS
chr6	35625701	35644396	NM_182548.4	+	35626020	35639774	LHFPL5	NM_182548.4	LHFPL5
chr6	35653297	35741415	NM_003137.5	-	35655635	35741373	SRPK1	NM_003137.5	SRPK1
chr6	35763832	35844951	NM_001193476.2	-	35764216	35840009	SLC26A8	NM_001193476.2	SLC26A8
chr6	35763832	35844951	NM_052961.4	-	35764216	35840009	SLC26A8	NM_052961.4	SLC26A8
chr6	35763832	35844951	NM_138718.3	-	35764216	35840009	SLC26A8	NM_138718.3	SLC26A8
chr6	35848117	35923086	NM_139013.3	+	35848467	35923024	MAPK14	NM_139013.3	MAPK14
chr6	35848117	35931542	NM_001315.3	+	35848467	35928752	MAPK14	NM_001315.3	MAPK14
chr6	35848117	35931542	NM_139012.3	+	35848467	35928752	MAPK14	NM_139012.3	MAPK14
chr6	35848117	35931542	NM_139014.3	+	35848467	35927921	MAPK14	NM_139014.3	MAPK14
chr6	35950828	35964842	NM_002754.5	+	35950898	35959698	MAPK13	NM_002754.5	MAPK13
chr6	36017036	36053081	NM_015695.3	+	36020615	36050900	BRPF3	NM_015695.3	BRPF3
chr6	36063462	36128917	NM_001145716.2	+	36111694	36128038	PNPLA1	NM_001145716.2	PNPLA1
chr6	36063462	36128917	NM_173676.2	+	36111694	36128038	PNPLA1	NM_173676.2	PNPLA1
chr6	36090353	36134277	NM_001374623.1	+	36090753	36132208	PNPLA1	NM_001374623.1	PNPLA1
chr6	36090753	36128917	NM_001145717.1	+	36090753	36128038	PNPLA1	NM_001145717.1	PNPLA1
chr6	36136082	36157178	NM_001010903.5	-	36137677	36150980	BNIP5	NM_001010903.5	BNIP5
chr6	36174372	36207958	NM_001207035.2	-	36174926	36207830	ETV7	NM_001207035.2	ETV7
chr6	36174372	36207958	NM_001207039.2	-	36174926	36207830	ETV7	NM_001207039.2	ETV7
chr6	36186480	36207958	NM_001207036.2	-	36186931	36207830	ETV7	NM_001207036.2	ETV7
chr6	36186480	36207958	NM_001207037.2	-	36186931	36196247	ETV7	NM_001207037.2	ETV7
chr6	36186480	36207958	NM_001207038.2	-	36186931	36207830	ETV7	NM_001207038.2	ETV7
chr6	36186480	36207958	NM_001207040.2	-	36186931	36196222	ETV7	NM_001207040.2	ETV7
chr6	36186480	36207958	NM_001207041.2	-	36186931	36191827	ETV7	NM_001207041.2	ETV7
chr6	36186480	36207958	NM_016135.4	-	36186931	36207830	ETV7	NM_016135.4	ETV7
chr6	36210830	36263531	NM_152990.4	-	36212049	36246357	PXT1	NM_152990.4	PXT1
chr6	36263676	36311805	NM_001286579.2	+	36290758	36307839	KCTD20	NM_001286579.2	KCTD20
chr6	36263676	36311805	NM_001286580.2	+	36299784	36307839	KCTD20	NM_001286580.2	KCTD20
chr6	36263676	36311805	NM_173562.5	+	36290758	36307839	KCTD20	NM_173562.5	KCTD20
chr6	36314554	36368143	NM_001305102.2	-	36316446	36360866	STK38	NM_001305102.2	STK38
chr6	36314554	36368143	NM_007271.4	-	36316446	36360866	STK38	NM_007271.4	STK38
chr6	36415005	36426242	NM_003017.5	+	36417405	36422632	SRSF3	NM_003017.5	SRSF3
chr6	36497107	36508013	NM_001220777.2	+	36504782	36506481	CDKN1A	NM_001220777.2	CDKN1A
chr6	36497107	36508013	NM_001291549.3	+	36498481	36506481	CDKN1A	NM_001291549.3	CDKN1A
chr6	36497107	36508013	NM_001374509.1	+	36498481	36506481	CDKN1A	NM_001374509.1	CDKN1A
chr6	36497107	36508013	NM_001374510.1	+	36497181	36506481	CDKN1A	NM_001374510.1	CDKN1A
chr6	36497107	36508013	NM_078467.3	+	36504782	36506481	CDKN1A	NM_078467.3	CDKN1A
chr6	36499358	36508013	NM_000389.5	+	36504782	36506481	CDKN1A	NM_000389.5	CDKN1A
chr6	36499358	36508013	NM_001220778.2	+	36504782	36506481	CDKN1A	NM_001220778.2	CDKN1A
chr6	36499358	36508013	NM_001374511.1	+	36504782	36506481	CDKN1A	NM_001374511.1	CDKN1A
chr6	36499358	36508013	NM_001374512.1	+	36504782	36506191	CDKN1A	NM_001374512.1	CDKN1A
chr6	36499358	36508013	NM_001374513.1	+	36504782	36506481	CDKN1A	NM_001374513.1	CDKN1A
chr6	36518455	36553808	NM_001257357.2	+	36524852	36552717	RAB44	NM_001257357.2	RAB44
chr6	36561361	36577987	NM_001314018.2	-	36562854	36576864	CPNE5	NM_001314018.2	CPNE5
chr6	36561361	36577987	NM_001314019.2	-	36562854	36567126	CPNE5	NM_001314019.2	CPNE5
chr6	36561361	36577987	NM_001314020.2	-	36562854	36567126	CPNE5	NM_001314020.2	CPNE5
chr6	36561361	36577987	NM_001376891.1	-	36562289	36576864	CPNE5	NM_001376891.1	CPNE5
chr6	36561361	36577987	NM_001376894.1	-	36563024	36576864	CPNE5	NM_001376894.1	CPNE5
chr6	36561361	36586384	NM_001376888.1	-	36562854	36567126	CPNE5	NM_001376888.1	CPNE5
chr6	36561361	36586384	NM_001376890.1	-	36562854	36576864	CPNE5	NM_001376890.1	CPNE5
chr6	36561361	36660042	NM_001410887.1	-	36562854	36659975	CPNE5	NM_001410887.1	CPNE5
chr6	36561361	36660042	NM_020939.2	-	36562854	36659975	CPNE5	NM_020939.2	CPNE5
chr6	36561361	36660596	NM_001376889.1	-	36562289	36659975	CPNE5	NM_001376889.1	CPNE5
chr6	36563837	36577987	NM_001376892.1	-	36563876	36567126	CPNE5	NM_001376892.1	CPNE5
chr6	36563837	36577987	NM_001376893.1	-	36563876	36567126	CPNE5	NM_001376893.1	CPNE5
chr6	36563837	36577987	NM_001376895.1	-	36563876	36576864	CPNE5	NM_001376895.1	CPNE5
chr6	36617983	36660042	NM_001314017.1	-	36618246	36659975	CPNE5	NM_001314017.1	CPNE5
chr6	36675438	36695414	NM_016059.5	-	36676422	36695383	PPIL1	NM_016059.5	PPIL1
chr6	36692454	36749587	NM_001286636.2	+	36722970	36744064	C6orf89	NM_001286636.2	C6orf89
chr6	36706565	36749587	NM_001286635.2	+	36720063	36744064	C6orf89	NM_001286635.2	C6orf89
chr6	36706565	36749587	NM_001286637.2	+	36722970	36744064	C6orf89	NM_001286637.2	C6orf89
chr6	36706565	36749587	NM_152734.4	+	36706641	36744064	C6orf89	NM_152734.4	C6orf89
chr6	36771400	36787902	NM_001199159.2	+	36777825	36787009	PI16	NM_001199159.2	PI16
chr6	36777802	36787902	NM_153370.3	+	36777825	36787009	PI16	NM_153370.3	PI16
chr6	36791203	36809630	NM_014341.2	-	36791971	36809252	MTCH1	NM_014341.2	MTCH1
chr6	36791209	36809275	NM_001271641.2	-	36791971	36809252	MTCH1	NM_001271641.2	MTCH1
chr6	36791209	36809585	NM_001410897.1	-	36792921	36809252	MTCH1	NM_001410897.1	MTCH1
chr6	36791209	36809585	NM_001410899.1	-	36792921	36809252	MTCH1	NM_001410899.1	MTCH1
chr6	36829038	36852622	NM_173558.4	+	36829201	36851693	FGD2	NM_173558.4	FGD2
chr6	36993697	36998970	NM_001243186.2	+	36993845	36997633	PIM1	NM_001243186.2	PIM1
chr6	36993697	36998970	NM_002648.4	+	36994118	36997633	PIM1	NM_002648.4	PIM1
chr6	37035835	37081207	NM_001371555.1	-	37036620	37042663	TMEM217	NM_001371555.1	TMEM217
chr6	37035835	37081207	NM_145316.4	-	37038852	37042663	TMEM217	NM_145316.4	TMEM217
chr6	37035835	37081752	NM_001286401.2	-	37036620	37042663	TMEM217	NM_001286401.2	TMEM217
chr6	37035835	37081752	NM_001395238.1	-	37036625	37042663	TMEM217	NM_001395238.1	TMEM217
chr6	37035835	37081752	NM_001395241.1	-	37036636	37042663	TMEM217	NM_001395241.1	TMEM217
chr6	37035835	37081752	NM_001395242.1	-	37036636	37042663	TMEM217	NM_001395242.1	TMEM217
chr6	37035835	37081752	NM_001395243.1	-	37036625	37042663	TMEM217	NM_001395243.1	TMEM217
chr6	37035835	37081752	NM_001395244.1	-	37036545	37042663	TMEM217	NM_001395244.1	TMEM217
chr6	37035835	37081752	NM_001395377.1	-	37036111	37036624	TMEM217B	NM_001395377.1	TMEM217B
chr6	37035835	37081752	NM_001395378.1	-	37036111	37036624	TMEM217B	NM_001395378.1	TMEM217B
chr6	37035835	37081752	NM_001395938.1	-	37036111	37036624	TMEM217B	NM_001395938.1	TMEM217B
chr6	37039691	37081752	NM_001162900.3	-	37042054	37042663	TMEM217	NM_001162900.3	TMEM217
chr6	37039691	37081752	NM_001395240.1	-	37042054	37042663	TMEM217	NM_001395240.1	TMEM217
chr6	37081379	37156524	NM_017772.4	+	37081525	37154726	TBC1D22B	NM_017772.4	TBC1D22B
chr6	37177540	37218292	NM_003958.4	+	37177722	37214316	RNF8	NM_003958.4	RNF8
chr6	37177540	37218292	NM_183078.3	+	37177722	37214410	RNF8	NM_183078.3	RNF8
chr6	37256722	37305049	NM_015050.3	+	37259131	37303686	CMTR1	NM_015050.3	CMTR1
chr6	37306478	37323454	NM_138493.3	-	37306726	37323424	CCDC167	NM_138493.3	CCDC167
chr6	37455696	37522898	NM_153487.4	-	37462385	37521826	MDGA1	NM_153487.4	MDGA1
chr6	37644496	37979293	NM_001410904.1	+	37644715	37977058	ZFAND3	NM_001410904.1	ZFAND3
chr6	37644496	37979293	NM_021943.3	+	37644715	37977058	ZFAND3	NM_021943.3	ZFAND3
chr6	37993122	38420601	NM_001172418.2	-	37999655	38418869	BTBD9	NM_001172418.2	BTBD9
chr6	37993122	38420601	NM_152733.3	-	37999655	38418842	BTBD9	NM_152733.3	BTBD9
chr6	37993122	38464464	NM_001099272.2	-	37999655	38422628	BTBD9	NM_001099272.2	BTBD9
chr6	37993122	38464464	NM_052893.2	-	37999655	38422628	BTBD9	NM_052893.2	BTBD9
chr6	38500475	38527717	NM_006708.3	-	38501845	38527626	GLO1	NM_006708.3	GLO1
chr6	38539867	38855176	NM_001206927.2	+	38547360	38854776	DNAH8	NM_001206927.2	DNAH8
chr6	38539867	38855176	NM_001371.4	+	38559056	38854776	DNAH8	NM_001371.4	DNAH8
chr6	38873165	38915730	NM_002062.5	+	38873225	38910496	GLP1R	NM_002062.5	GLP1R
chr6	38928494	38939618	NM_001304793.2	-	38929863	38933751	SAYSD1	NM_001304793.2	SAYSD1
chr6	38928494	38939618	NM_018322.3	-	38929863	38939521	SAYSD1	NM_018322.3	SAYSD1
chr6	39013408	39053895	NM_003740.4	-	39015327	39053531	KCNK5	NM_003740.4	KCNK5
chr6	39123564	39138961	NM_001135111.2	-	39124959	39138862	KCNK17	NM_001135111.2	KCNK17
chr6	39123564	39138961	NM_031460.4	-	39123990	39138862	KCNK17	NM_031460.4	KCNK17
chr6	39139240	39147249	NM_001135105.2	-	39139666	39147087	KCNK16	NM_001135105.2	KCNK16
chr6	39139240	39147249	NM_001135107.2	-	39139544	39147087	KCNK16	NM_001135107.2	KCNK16
chr6	39139240	39147249	NM_032115.4	-	39139544	39147087	KCNK16	NM_032115.4	KCNK16
chr6	39139240	39147515	NM_001363784.1	-	39139544	39146892	KCNK16	NM_001363784.1	KCNK16
chr6	39140713	39147249	NM_001135106.2	-	39140761	39147087	KCNK16	NM_001135106.2	KCNK16
chr6	39154538	39255934	NM_001289024.3	-	39161074	39255703	KIF6	NM_001289024.3	KIF6
chr6	39154538	39549934	NM_001289020.3	-	39161074	39549836	KIF6	NM_001289020.3	KIF6
chr6	39154538	39549934	NM_001289021.3	-	39161074	39549836	KIF6	NM_001289021.3	KIF6
chr6	39154538	39549934	NM_145027.6	-	39161074	39549836	KIF6	NM_145027.6	KIF6
chr6	39167160	39255934	NM_001351566.2	-	39167901	39255703	KIF6	NM_001351566.2	KIF6
chr6	39514480	39549934	NM_001351503.2	-	39516273	39549836	KIF6	NM_001351503.2	KIF6
chr6	39616905	39731294	NM_001201427.2	+	39682714	39728462	DAAM2	NM_001201427.2	DAAM2
chr6	39617509	39731294	NM_015345.4	+	39682714	39728462	DAAM2	NM_015345.4	DAAM2
chr6	39730594	39755018	NM_005943.6	-	39735471	39754880	MOCS1	NM_005943.6	MOCS1
chr6	39730594	39761525	NM_001358534.2	-	39735471	39752225	MOCS1	NM_001358534.2	MOCS1
chr6	39730594	39761764	NM_001075098.4	-	39735471	39761719	MOCS1	NM_001075098.4	MOCS1
chr6	39730594	39761764	NM_001358529.2	-	39732781	39761719	MOCS1	NM_001358529.2	MOCS1
chr6	39730594	39761764	NM_001358530.2	-	39732781	39761719	MOCS1	NM_001358530.2	MOCS1
chr6	39730594	39761764	NM_001358531.2	-	39732781	39752225	MOCS1	NM_001358531.2	MOCS1
chr6	39730594	39761764	NM_001358533.2	-	39735471	39752225	MOCS1	NM_001358533.2	MOCS1
chr6	40219486	40415195	NM_020737.3	-	40219838	40261034	LRFN2	NM_020737.3	LRFN2
chr6	40855458	40867785	NM_173561.3	-	40856936	40863638	UNC5CL	NM_173561.3	UNC5CL
chr6	40871030	40872901	NM_001010873.3	+	40871549	40872701	TSPO2	NM_001010873.3	TSPO2
chr6	40871281	40872901	NM_001159726.1	+	40871549	40872701	TSPO2	NM_001159726.1	TSPO2
chr6	40881765	40893448	NM_006789.4	+	40881911	40890426	APOBEC2	NM_006789.4	APOBEC2
chr6	40893328	40900397	NM_001329688.2	-	40895891	40900191	OARD1	NM_001329688.2	OARD1
chr6	40893328	40900397	NM_001329696.2	-	40895944	40900191	OARD1	NM_001329696.2	OARD1
chr6	40893328	40900913	NM_001329686.2	-	40895891	40900191	OARD1	NM_001329686.2	OARD1
chr6	40893328	40900913	NM_001329689.2	-	40895891	40899755	OARD1	NM_001329689.2	OARD1
chr6	40893328	40900913	NM_001329691.2	-	40895976	40900191	OARD1	NM_001329691.2	OARD1
chr6	40893328	40900913	NM_001329693.2	-	40895976	40900191	OARD1	NM_001329693.2	OARD1
chr6	40893328	40900913	NM_001329694.2	-	40895944	40900191	OARD1	NM_001329694.2	OARD1
chr6	40893328	40900913	NM_145063.4	-	40895891	40900191	OARD1	NM_145063.4	OARD1
chr6	40893328	40926344	NM_001329684.2	-	40895891	40900191	OARD1	NM_001329684.2	OARD1
chr6	40893328	40926344	NM_001329690.2	-	40895976	40900191	OARD1	NM_001329690.2	OARD1
chr6	40895344	40901171	NM_001329685.1	-	40895891	40900191	OARD1	NM_001329685.1	OARD1
chr6	40895344	40901171	NM_001329692.1	-	40895976	40900191	OARD1	NM_001329692.1	OARD1
chr6	40895344	40901171	NM_001329695.1	-	40895944	40900191	OARD1	NM_001329695.1	OARD1
chr6	40901530	40930960	NM_002505.5	+	40907647	40925967	NFYA	NM_002505.5	NFYA
chr6	40901530	40930960	NM_021705.4	+	40907647	40925967	NFYA	NM_021705.4	NFYA
chr6	40977811	40982901	NM_001271807.1	-	40978438	40982840	TREML1	NM_001271807.1	TREML1
chr6	40977811	40982901	NM_001271808.1	-	40978155	40982840	TREML1	NM_001271808.1	TREML1
chr6	40977888	40982899	NM_178174.4	-	40978155	40982840	TREML1	NM_178174.4	TREML1
chr6	40987076	40991685	NM_001271821.2	-	40987171	40991651	TREM2	NM_001271821.2	TREM2
chr6	40987076	40991685	NM_018965.4	-	40987332	40991651	TREM2	NM_018965.4	TREM2
chr6	41018308	41029701	NM_024807.4	-	41020978	41029560	TREML2	NM_024807.4	TREML2
chr6	41057642	41068182	NM_198153.3	+	41057724	41065882	TREML4	NM_198153.3	TREML4
chr6	41102883	41115965	NM_001242590.3	-	41105462	41115938	TREM1	NM_001242590.3	TREM1
chr6	41102883	41115965	NM_018643.5	-	41105403	41115938	TREM1	NM_018643.5	TREM1
chr6	41108815	41115965	NM_001242589.3	-	41110160	41115938	TREM1	NM_001242589.3	TREM1
chr6	41164902	41180184	NM_001199509.2	+	41165171	41179998	NCR2	NM_001199509.2	NCR2
chr6	41164902	41180184	NM_001199510.2	+	41165171	41179998	NCR2	NM_001199510.2	NCR2
chr6	41164902	41180184	NM_004828.4	+	41165171	41180159	NCR2	NM_004828.4	NCR2
chr6	41375415	41431427	NM_001012426.2	+	41394786	41427979	FOXP4	NM_001012426.2	FOXP4
chr6	41375415	41431427	NM_001012427.2	+	41394786	41427979	FOXP4	NM_001012427.2	FOXP4
chr6	41375415	41431427	NM_001405824.1	+	41394786	41427979	FOXP4	NM_001405824.1	FOXP4
chr6	41375415	41431427	NM_001405825.1	+	41394786	41427979	FOXP4	NM_001405825.1	FOXP4
chr6	41375415	41431427	NM_001405826.1	+	41394786	41427979	FOXP4	NM_001405826.1	FOXP4
chr6	41375415	41431427	NM_138457.3	+	41394786	41427979	FOXP4	NM_138457.3	FOXP4
chr6	41466000	41482783	NM_001300804.2	+	41467732	41482114	MDFI	NM_001300804.2	MDFI
chr6	41467450	41482783	NM_001300805.2	+	41467732	41482114	MDFI	NM_001300805.2	MDFI
chr6	41467450	41482783	NM_001300806.2	+	41467732	41482114	MDFI	NM_001300806.2	MDFI
chr6	41467450	41482783	NM_005586.4	+	41467732	41482114	MDFI	NM_005586.4	MDFI
chr6	41512539	41562957	NM_001271945.2	-	41513160	41519775	TFEB	NM_001271945.2	TFEB
chr6	41512539	41563616	NM_007162.3	-	41513160	41519775	TFEB	NM_007162.3	TFEB
chr6	41512539	41564164	NM_001271943.2	-	41513160	41519775	TFEB	NM_001271943.2	TFEB
chr6	41512539	41564164	NM_001271944.2	-	41513160	41519775	TFEB	NM_001271944.2	TFEB
chr6	41512539	41564779	NM_001167827.3	-	41513160	41564721	TFEB	NM_001167827.3	TFEB
chr6	41565266	41576000	NM_002630.4	-	41565407	41575937	PGC	NM_002630.4	PGC
chr6	41569445	41576000	NM_001166424.2	-	41569582	41575937	PGC	NM_001166424.2	PGC
